"id","distributor","invoice","date","isbn","title","author","qty","rrp","disc","lineCost","lineRRP","publisher"
329,"Macmillan Distribution (MDL)",56532913,"04-Apr-24",9781839059872,"RG The USA","Guides Rough",1,22.99,35,14.94,22.99,"APA Digital AG"
330,"Macmillan Distribution (MDL)",56532913,"04-Apr-24",9781839059865,"RG Prague","Guides Rough",1,15.99,35,10.39,15.99,"APA Digital AG"
331,"Macmillan Distribution (MDL)",55529838,"22-Feb-24",9781839059841,"RG Bath Bristol & Somerset","Guides Rough",1,16.99,35,11.04,16.99,"APA Digital AG"
332,"Macmillan Distribution (MDL)",59309115,"31-Jul-24",9781839059841,"RG Bath Bristol & Somerset","Guides Rough",1,16.99,35,11.04,16.99,"APA Digital AG"
333,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781839059841,"RG Bath Bristol & Somerset","Guides Rough",1,16.99,35,11.04,16.99,"APA Digital AG"
334,"Macmillan Distribution (MDL)",57807436,"27-May-24",9781839059810,"PRG Weekender Snowdonia&North Wales","Guides Rough",1,9.99,35,6.49,9.99,"APA Digital AG"
335,"Macmillan Distribution (MDL)",54842826,"23-Jan-24",9781839059797,"RG Japan","Guides Rough",1,22.99,35,14.94,22.99,"APA Digital AG"
336,"Macmillan Distribution (MDL)",55392905,"15-Feb-24",9781839059797,"RG Japan","Guides Rough",1,22.99,35,14.94,22.99,"APA Digital AG"
337,"Macmillan Distribution (MDL)",56118653,"19-Mar-24",9781839059797,"RG Japan","Guides Rough",1,22.99,35,14.94,22.99,"APA Digital AG"
338,"Macmillan Distribution (MDL)",58920635,"16-Jul-24",9781839059797,"RG Japan","Guides Rough",1,22.99,35,14.94,22.99,"APA Digital AG"
339,"Macmillan Distribution (MDL)",59505801,"12-Aug-24",9781839059797,"RG Japan","Guides Rough",1,22.99,35,14.94,22.99,"APA Digital AG"
340,"Macmillan Distribution (MDL)",60516234,"23-Sep-24",9781839059728,"RG Cotswolds Stratford-upon-Avon &","Guides Rough",1,15.99,35,10.39,15.99,"APA Digital AG"
341,"Macmillan Distribution (MDL)",56118653,"19-Mar-24",9781839058684,"RG The Lake District","Guides Rough",1,15.99,35,10.39,15.99,"APA Digital AG"
342,"Macmillan Distribution (MDL)",54842826,"23-Jan-24",9781839058677,"RG New Zealand","Guides Rough",1,19.99,35,12.99,19.99,"APA Digital AG"
343,"Macmillan Distribution (MDL)",55529838,"22-Feb-24",9781839058639,"RG Scottish Highlands & Islands","Guides Rough",1,15.99,35,10.39,15.99,"APA Digital AG"
344,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781839058325,"RG Sicily","Guides Rough",1,15.99,35,10.39,15.99,"APA Digital AG"
345,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781839058325,"RG Sicily","Guides Rough",1,15.99,35,10.39,15.99,"APA Digital AG"
346,"Macmillan Distribution (MDL)",58361237,"19-Jun-24",9781839058028,"RG Provence & Cote d'Azur","Rough",1,15.99,35,10.39,15.99,"APA Digital AG"
347,"Macmillan Distribution (MDL)",60778239,"01-Oct-24",9781839058028,"RG Provence & Cote d'Azur","Rough",1,15.99,35,10.39,15.99,"APA Digital AG"
348,"Macmillan Distribution (MDL)",61076823,"14-Oct-24",9781839058028,"RG Provence & Cote d'Azur","Rough",1,15.99,35,10.39,15.99,"APA Digital AG"
349,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781839057687,"RG Mallorca & Menorca","Guides Rough",1,14.99,35,9.74,14.99,"APA Digital AG"
350,"Macmillan Distribution (MDL)",59020506,"22-Jul-24",9781839057687,"RG Mallorca & Menorca","Guides Rough",1,14.99,35,9.74,14.99,"APA Digital AG"
351,"Macmillan Distribution (MDL)",58361237,"19-Jun-24",9781839042980,"Boy Parts","Various",1,10.99,38,6.81,10.99,"Hern Books, Limited, Nick"
352,"Macmillan Distribution (MDL)",58803167,"09-Jul-24",9781839021718,"The Exorcist","",1,12.99,50,6.5,12.99,"Bloomsbury Publishing Plc"
353,"Macmillan Distribution (MDL)",54508039,"03-Jan-24",9781838993818,"Ten Little Lambs (Little Squishies)","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
354,"Macmillan Distribution (MDL)",54633844,"11-Jan-24",9781838993818,"Ten Little Lambs (Little Squishies)","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
355,"Macmillan Distribution (MDL)",54842826,"23-Jan-24",9781838993818,"Ten Little Lambs (Little Squishies)","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
356,"Macmillan Distribution (MDL)",55300997,"12-Feb-24",9781838993818,"Ten Little Lambs (Little Squishies)","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
357,"Macmillan Distribution (MDL)",55730584,"29-Feb-24",9781838993818,"Ten Little Lambs (Little Squishies)","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
358,"Macmillan Distribution (MDL)",57807436,"27-May-24",9781838993818,"Ten Little Lambs (Little Squishies)","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
359,"Macmillan Distribution (MDL)",58639642,"01-Jul-24",9781838993818,"Ten Little Lambs (Little Squishies)","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
360,"Macmillan Distribution (MDL)",58803167,"09-Jul-24",9781838993818,"Ten Little Lambs (Little Squishies)","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
361,"Macmillan Distribution (MDL)",62281986,"05-Dec-24",9781838993818,"Ten Little Lambs (Little Squishies)","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
362,"Macmillan Distribution (MDL)",54485411,"02-Jan-24",9781838993740,"First Felt: Animals","Priddy Books",1,5.99,50,3,5.99,"St. Martin's Press"
363,"Macmillan Distribution (MDL)",54485411,"02-Jan-24",9781838993658,"First Felt: Colours","Priddy Books",1,5.99,50,3,5.99,"St. Martin's Press"
364,"Macmillan Distribution (MDL)",54842826,"23-Jan-24",9781838993658,"First Felt: Colours","Priddy Books",1,5.99,50,3,5.99,"St. Martin's Press"
365,"Macmillan Distribution (MDL)",57145638,"25-Apr-24",9781838993634,"Big Book of Useless Knowledge","Neon Squid",1,19.99,50,10,19.99,"St. Martin's Press"
366,"Macmillan Distribution (MDL)",59309115,"31-Jul-24",9781838993634,"Big Book of Useless Knowledge","Neon Squid",1,19.99,50,10,19.99,"St. Martin's Press"
367,"Macmillan Distribution (MDL)",59814871,"26-Aug-24",9781838993634,"Big Book of Useless Knowledge","Neon Squid",1,19.99,50,10,19.99,"St. Martin's Press"
368,"Macmillan Distribution (MDL)",62335679,"08-Dec-24",9781838993634,"Big Book of Useless Knowledge","Neon Squid",1,19.99,50,10,19.99,"St. Martin's Press"
369,"Macmillan Distribution (MDL)",54958972,"28-Jan-24",9781838993467,"See  Touch  Feel: Cloth","Priddy Books",1,10.99,50,5.5,10.99,"St. Martin's Press"
370,"Macmillan Distribution (MDL)",55463675,"20-Feb-24",9781838993375,"We Need to Talk About Death","Sarah Chavez",1,9.99,50,5,9.99,"St. Martin's Press"
371,"Macmillan Distribution (MDL)",57092623,"01-May-24",9781838993368,"Queens of the Jungle","Carly Anne York",1,12.99,50,6.5,12.99,"St. Martin's Press"
372,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781838993368,"Queens of the Jungle","Carly Anne York",1,12.99,50,6.5,12.99,"St. Martin's Press"
373,"Macmillan Distribution (MDL)",55986015,"12-Mar-24",9781838993351,"Stinky History of Toilets","Olivia Meikle",1,8.99,50,4.5,8.99,"St. Martin's Press"
374,"Macmillan Distribution (MDL)",54995770,"29-Jan-24",9781838993344,"Learn & Explore: Alphabet","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
375,"Macmillan Distribution (MDL)",55300997,"12-Feb-24",9781838993344,"Learn & Explore: Alphabet","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
376,"Macmillan Distribution (MDL)",55986015,"12-Mar-24",9781838993344,"Learn & Explore: Alphabet","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
377,"Macmillan Distribution (MDL)",56266296,"25-Mar-24",9781838993344,"Learn & Explore: Alphabet","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
378,"Macmillan Distribution (MDL)",57019314,"22-Apr-24",9781838993344,"Learn & Explore: Alphabet","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
379,"Macmillan Distribution (MDL)",57318990,"02-May-24",9781838993344,"Learn & Explore: Alphabet","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
380,"Macmillan Distribution (MDL)",57899462,"31-May-24",9781838993344,"Learn & Explore: Alphabet","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
381,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781838993344,"Learn & Explore: Alphabet","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
382,"Macmillan Distribution (MDL)",61076823,"14-Oct-24",9781838993344,"Learn & Explore: Alphabet","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
383,"Macmillan Distribution (MDL)",61411150,"28-Oct-24",9781838993344,"Learn & Explore: Alphabet","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
384,"Macmillan Distribution (MDL)",61778917,"14-Nov-24",9781838993344,"Learn & Explore: Alphabet","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
385,"Macmillan Distribution (MDL)",62052774,"26-Nov-24",9781838993344,"Learn & Explore: Alphabet","Priddy Books",1,9.99,50,5,9.99,"St. Martin's Press"
386,"Macmillan Distribution (MDL)",56151928,"20-Mar-24",9781838993269,"Snakes (A Day in the Life)","Christian Cave",1,8.99,50,4.5,8.99,"St. Martin's Press"
387,"Macmillan Distribution (MDL)",56776677,"09-Apr-24",9781838993269,"Snakes (A Day in the Life)","Christian Cave",1,8.99,50,4.5,8.99,"St. Martin's Press"
388,"Macmillan Distribution (MDL)",54458082,"01-Jan-24",9781838993252,"Tiger (Young Zoologist)","Samantha Helle",1,7.99,50,4,7.99,"St. Martin's Press"
389,"Macmillan Distribution (MDL)",56266296,"25-Mar-24",9781838939021,"Funny Ha Ha","MertonPaul",1,15,50,7.5,15,"Head of Zeus"
390,"Macmillan Distribution (MDL)",58920635,"16-Jul-24",9781838939021,"Funny Ha Ha","MertonPaul",1,15,50,7.5,15,"Head of Zeus"
391,"Macmillan Distribution (MDL)",59227100,"28-Jul-24",9781838939021,"Funny Ha Ha","MertonPaul",1,15,50,7.5,15,"Head of Zeus"
392,"Macmillan Distribution (MDL)",60925932,"07-Oct-24",9781838939021,"Funny Ha Ha","MertonPaul",1,15,50,7.5,15,"Head of Zeus"
393,"Macmillan Distribution (MDL)",61607594,"06-Nov-24",9781838939021,"Funny Ha Ha","MertonPaul",1,15,50,7.5,15,"Head of Zeus"
394,"Macmillan Distribution (MDL)",62483732,"15-Dec-24",9781838939021,"Funny Ha Ha","MertonPaul",1,15,50,7.5,15,"Head of Zeus"
395,"Macmillan Distribution (MDL)",57378926,"07-May-24",9781838937966,"Wolves of Winter","Dan Jones",1,9.99,50,5,9.99,"undefined"
396,"Macmillan Distribution (MDL)",58125541,"12-Jun-24",9781838937966,"Wolves of Winter","Dan Jones",1,9.99,50,5,9.99,"undefined"
397,"Macmillan Distribution (MDL)",62566565,"18-Dec-24",9781838937966,"Wolves of Winter","Dan Jones",1,9.99,50,5,9.99,"undefined"
398,"Macmillan Distribution (MDL)",54679674,"15-Jan-24",9781838937935,"Essex Dogs","JonesDan",1,9.99,50,5,9.99,"Head of Zeus"
399,"Macmillan Distribution (MDL)",55730584,"29-Feb-24",9781838937935,"Essex Dogs","JonesDan",1,9.99,50,5,9.99,"Head of Zeus"
400,"Macmillan Distribution (MDL)",57479463,"13-May-24",9781838937935,"Essex Dogs","JonesDan",1,9.99,50,5,9.99,"Head of Zeus"
401,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781838937935,"Essex Dogs","JonesDan",1,9.99,50,5,9.99,"Head of Zeus"
402,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781838937935,"Essex Dogs","JonesDan",1,9.99,50,5,9.99,"Head of Zeus"
403,"Macmillan Distribution (MDL)",61726259,"12-Nov-24",9781838937935,"Essex Dogs","JonesDan",1,9.99,50,5,9.99,"Head of Zeus"
404,"Macmillan Distribution (MDL)",55986015,"12-Mar-24",9781838937867,"Flights of Fancy","DawkinsRichard",1,12.99,50,6.5,12.99,"Head of Zeus"
405,"Macmillan Distribution (MDL)",56532913,"04-Apr-24",9781838937621,"Hold Up the Sky","LiuCixin",1,9.99,50,5,9.99,"Head of Zeus -- an AdAstra Book"
406,"Macmillan Distribution (MDL)",57807436,"27-May-24",9781838937621,"Hold Up the Sky","LiuCixin",1,9.99,50,5,9.99,"Head of Zeus -- an AdAstra Book"
407,"Macmillan Distribution (MDL)",58712986,"04-Jul-24",9781838937621,"Hold Up the Sky","LiuCixin",1,9.99,50,5,9.99,"Head of Zeus -- an AdAstra Book"
408,"Macmillan Distribution (MDL)",56846020,"14-Apr-24",9781838935658,"Stone","HawkinsFinbar",1,8.99,50,4.5,8.99,"Head of Zeus"
409,"Macmillan Distribution (MDL)",60345790,"17-Sep-24",9781838935658,"Stone","HawkinsFinbar",1,8.99,50,4.5,8.99,"Head of Zeus"
410,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781838935658,"Stone","HawkinsFinbar",1,8.99,50,4.5,8.99,"Head of Zeus"
411,"Macmillan Distribution (MDL)",56846020,"14-Apr-24",9781838935627,"Witch","HawkinsFinbar",1,8.99,50,4.5,8.99,"Head of Zeus"
412,"Macmillan Distribution (MDL)",57807436,"27-May-24",9781838935627,"Witch","HawkinsFinbar",1,8.99,50,4.5,8.99,"Head of Zeus"
413,"Macmillan Distribution (MDL)",61411150,"28-Oct-24",9781838935627,"Witch","HawkinsFinbar",1,8.99,50,4.5,8.99,"Head of Zeus"
414,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781838935627,"Witch","HawkinsFinbar",1,8.99,50,4.5,8.99,"Head of Zeus"
415,"Macmillan Distribution (MDL)",57102513,"23-Apr-24",9781838933630,"Temple of Fortuna","Elodie Harper",1,9.99,50,5,9.99,"Head of Zeus"
416,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781838933630,"Temple of Fortuna","Elodie Harper",1,9.99,50,5,9.99,"Head of Zeus"
417,"Macmillan Distribution (MDL)",59814871,"26-Aug-24",9781838933630,"Temple of Fortuna","Elodie Harper",1,9.99,50,5,9.99,"Head of Zeus"
418,"Macmillan Distribution (MDL)",60022223,"03-Sep-24",9781838933630,"Temple of Fortuna","Elodie Harper",1,9.99,50,5,9.99,"Head of Zeus"
419,"Macmillan Distribution (MDL)",61858392,"19-Nov-24",9781838933630,"Temple of Fortuna","Elodie Harper",1,9.99,50,5,9.99,"Head of Zeus"
420,"Macmillan Distribution (MDL)",62566565,"18-Dec-24",9781838933630,"Temple of Fortuna","Elodie Harper",1,9.99,50,5,9.99,"Head of Zeus"
421,"Macmillan Distribution (MDL)",54655570,"14-Jan-24",9781838933616,"Temple of Fortuna","HarperElodie",3,16.99,53,23.96,50.97,"Head of Zeus"
422,"Macmillan Distribution (MDL)",57203913,"29-Apr-24",9781838933593,"House With the Golden Door","Elodie Harper",1,9.99,50,5,9.99,"Head of Zeus"
423,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781838933593,"House With the Golden Door","Elodie Harper",1,9.99,50,5,9.99,"Head of Zeus"
424,"Macmillan Distribution (MDL)",61858392,"19-Nov-24",9781838933593,"House With the Golden Door","Elodie Harper",1,9.99,50,5,9.99,"Head of Zeus"
425,"Macmillan Distribution (MDL)",57899462,"31-May-24",9781838933555,"Wolf Den","Elodie Harper",1,8.99,50,4.5,8.99,"Head of Zeus"
426,"Macmillan Distribution (MDL)",58306333,"17-Jun-24",9781838933555,"Wolf Den","Elodie Harper",1,8.99,50,4.5,8.99,"Head of Zeus"
427,"Macmillan Distribution (MDL)",59505801,"12-Aug-24",9781838933555,"Wolf Den","Elodie Harper",1,8.99,50,4.5,8.99,"Head of Zeus"
428,"Macmillan Distribution (MDL)",62335679,"08-Dec-24",9781838933555,"Wolf Den","Elodie Harper",1,8.99,50,4.5,8.99,"Head of Zeus"
429,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781838931964,"Eagle and the Lion","GoldsworthyAdrian",2,16.99,50,16.99,33.98,"Head of Zeus"
430,"Macmillan Distribution (MDL)",59227100,"28-Jul-24",9781838931964,"Eagle and the Lion","GoldsworthyAdrian",1,16.99,50,8.5,16.99,"Head of Zeus"
431,"Macmillan Distribution (MDL)",61726259,"12-Nov-24",9781838931964,"Eagle and the Lion","GoldsworthyAdrian",1,16.99,50,8.5,16.99,"Head of Zeus"
432,"Macmillan Distribution (MDL)",60925932,"07-Oct-24",9781838931377,"Maror","TidharLavie",1,9.99,50,5,9.99,"Head of Zeus"
433,"Macmillan Distribution (MDL)",55730584,"29-Feb-24",9781838931339,"The Hood","TidharLavie",1,8.99,50,4.5,8.99,"Head of Zeus"
434,"Macmillan Distribution (MDL)",60778239,"01-Oct-24",9781838931339,"The Hood","TidharLavie",1,8.99,50,4.5,8.99,"Head of Zeus"
435,"Macmillan Distribution (MDL)",62566565,"18-Dec-24",9781838931339,"The Hood","TidharLavie",1,8.99,50,4.5,8.99,"Head of Zeus"
436,"Macmillan Distribution (MDL)",59814871,"26-Aug-24",9781838931292,"By Force Alone","TidharLavie",1,8.99,50,4.5,8.99,"Head of Zeus"
437,"Macmillan Distribution (MDL)",61607594,"06-Nov-24",9781838931292,"By Force Alone","TidharLavie",1,8.99,50,4.5,8.99,"Head of Zeus"
438,"Macmillan Distribution (MDL)",62512333,"16-Dec-24",9781838931292,"By Force Alone","TidharLavie",1,8.99,50,4.5,8.99,"Head of Zeus"
439,"Macmillan Distribution (MDL)",54633844,"11-Jan-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
440,"Macmillan Distribution (MDL)",54633844,"11-Jan-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
441,"Macmillan Distribution (MDL)",54679674,"15-Jan-24",9781838930509,"Pachinko","Min Jin Lee",5,8.99,50,22.48,44.95,"Head of Zeus"
442,"Macmillan Distribution (MDL)",54958972,"28-Jan-24",9781838930509,"Pachinko","Min Jin Lee",6,8.99,50,26.97,53.94,"Head of Zeus"
443,"Macmillan Distribution (MDL)",55075160,"31-Jan-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
444,"Macmillan Distribution (MDL)",55170627,"05-Feb-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
445,"Macmillan Distribution (MDL)",55300997,"12-Feb-24",9781838930509,"Pachinko","Min Jin Lee",2,8.99,50,8.99,17.98,"Head of Zeus"
446,"Macmillan Distribution (MDL)",55730584,"29-Feb-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
447,"Macmillan Distribution (MDL)",55896725,"06-Mar-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
448,"Macmillan Distribution (MDL)",56238306,"24-Mar-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
449,"Macmillan Distribution (MDL)",56238306,"24-Mar-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
450,"Macmillan Distribution (MDL)",56238306,"24-Mar-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
451,"Macmillan Distribution (MDL)",56266296,"25-Mar-24",9781838930509,"Pachinko","Min Jin Lee",2,8.99,50,8.99,17.98,"Head of Zeus"
452,"Macmillan Distribution (MDL)",56429888,"28-Mar-24",9781838930509,"Pachinko","Min Jin Lee",2,8.99,50,8.99,17.98,"Head of Zeus"
453,"Macmillan Distribution (MDL)",56776677,"09-Apr-24",9781838930509,"Pachinko","Min Jin Lee",3,8.99,50,13.49,26.97,"Head of Zeus"
454,"Macmillan Distribution (MDL)",56904853,"16-Apr-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
455,"Macmillan Distribution (MDL)",57019314,"22-Apr-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
456,"Macmillan Distribution (MDL)",57145638,"25-Apr-24",9781838930509,"Pachinko","Min Jin Lee",3,8.99,50,13.49,26.97,"Head of Zeus"
457,"Macmillan Distribution (MDL)",57318990,"02-May-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
458,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781838930509,"Pachinko","Min Jin Lee",4,8.99,50,17.98,35.96,"Head of Zeus"
459,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781838930509,"Pachinko","Min Jin Lee",3,8.99,50,13.49,26.97,"Head of Zeus"
460,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781838930509,"Pachinko","Min Jin Lee",3,8.99,50,13.49,26.97,"Head of Zeus"
461,"Macmillan Distribution (MDL)",58920635,"16-Jul-24",9781838930509,"Pachinko","Min Jin Lee",3,8.99,50,13.49,26.97,"Head of Zeus"
462,"Macmillan Distribution (MDL)",58920635,"16-Jul-24",9781838930509,"Pachinko","Min Jin Lee",2,8.99,50,8.99,17.98,"Head of Zeus"
463,"Macmillan Distribution (MDL)",59227100,"28-Jul-24",9781838930509,"Pachinko","Min Jin Lee",2,8.99,50,8.99,17.98,"Head of Zeus"
464,"Macmillan Distribution (MDL)",59417171,"06-Aug-24",9781838930509,"Pachinko","Min Jin Lee",3,8.99,50,13.49,26.97,"Head of Zeus"
465,"Macmillan Distribution (MDL)",59505801,"12-Aug-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
466,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
467,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
468,"Macmillan Distribution (MDL)",59763479,"22-Aug-24",9781838930509,"Pachinko","Min Jin Lee",3,8.99,50,13.49,26.97,"Head of Zeus"
469,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781838930509,"Pachinko","Min Jin Lee",2,8.99,50,8.99,17.98,"Head of Zeus"
470,"Macmillan Distribution (MDL)",60096146,"08-Sep-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
471,"Macmillan Distribution (MDL)",60235073,"12-Sep-24",9781838930509,"Pachinko","Min Jin Lee",2,8.99,50,8.99,17.98,"Head of Zeus"
472,"Macmillan Distribution (MDL)",60516234,"23-Sep-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
473,"Macmillan Distribution (MDL)",60664187,"29-Sep-24",9781838930509,"Pachinko","Min Jin Lee",2,8.99,50,8.99,17.98,"Head of Zeus"
474,"Macmillan Distribution (MDL)",60778239,"01-Oct-24",9781838930509,"Pachinko","Min Jin Lee",1,8.99,50,4.5,8.99,"Head of Zeus"
475,"Macmillan Distribution (MDL)",61046665,"13-Oct-24",9781838930509,"Pachinko","Min Jin Lee",2,8.99,50,8.99,17.98,"Head of Zeus"
476,"Macmillan Distribution (MDL)",61167136,"17-Oct-24",9781838930509,"Pachinko","Min Jin Lee",1,9.99,50,5,9.99,"Head of Zeus"
477,"Macmillan Distribution (MDL)",61218318,"21-Oct-24",9781838930509,"Pachinko","Min Jin Lee",2,9.99,50,9.99,19.98,"Head of Zeus"
478,"Macmillan Distribution (MDL)",61411150,"28-Oct-24",9781838930509,"Pachinko","Min Jin Lee",3,9.99,50,14.99,29.97,"Head of Zeus"
479,"Macmillan Distribution (MDL)",61778917,"14-Nov-24",9781838930509,"Pachinko","Min Jin Lee",2,9.99,50,9.99,19.98,"Head of Zeus"
480,"Macmillan Distribution (MDL)",61778917,"14-Nov-24",9781838930509,"Pachinko","Min Jin Lee",1,9.99,50,5,9.99,"Head of Zeus"
481,"Macmillan Distribution (MDL)",61858392,"19-Nov-24",9781838930509,"Pachinko","Min Jin Lee",2,9.99,50,9.99,19.98,"Head of Zeus"
482,"Macmillan Distribution (MDL)",61858392,"19-Nov-24",9781838930509,"Pachinko","Min Jin Lee",2,9.99,50,9.99,19.98,"Head of Zeus"
483,"Macmillan Distribution (MDL)",62023049,"25-Nov-24",9781838930509,"Pachinko","Min Jin Lee",1,9.99,50,5,9.99,"Head of Zeus"
484,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781838930509,"Pachinko","Min Jin Lee",2,9.99,50,9.99,19.98,"Head of Zeus"
485,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781838930509,"Pachinko","Min Jin Lee",2,9.99,50,9.99,19.98,"Head of Zeus"
486,"Macmillan Distribution (MDL)",62335679,"08-Dec-24",9781838930509,"Pachinko","Min Jin Lee",1,9.99,50,5,9.99,"Head of Zeus"
487,"Macmillan Distribution (MDL)",62370717,"09-Dec-24",9781838930509,"Pachinko","Min Jin Lee",1,9.99,50,5,9.99,"Head of Zeus"
488,"Macmillan Distribution (MDL)",59659574,"20-Aug-24",9781838916503,"We Are Together","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press"
489,"Macmillan Distribution (MDL)",60516234,"23-Sep-24",9781838916503,"We Are Together","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press"
490,"Macmillan Distribution (MDL)",62427336,"11-Dec-24",9781838916503,"We Are Together","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press"
491,"Macmillan Distribution (MDL)",59659574,"20-Aug-24",9781838916497,"The Humans","Marx Jonny",1,14.99,45,8.24,14.99,"undefined"
492,"Macmillan Distribution (MDL)",59659574,"20-Aug-24",9781838916442,"Who Owns the Woods?","Hibbs Emily",1,7.99,45,4.39,7.99,"Little Tiger Press"
493,"Macmillan Distribution (MDL)",59659574,"20-Aug-24",9781838916343,"Don*t Ever Conga with a Cow","Harriet Evans",1,10.99,45,6.04,10.99,"Little Tiger Press"
494,"Macmillan Distribution (MDL)",57636593,"21-May-24",9781838916152,"The Ocean Gardener","Anganuzzi Clara",1,7.99,45,4.39,7.99,"Little Tiger Press"
495,"Macmillan Distribution (MDL)",58040368,"09-Jun-24",9781838916152,"The Ocean Gardener","Anganuzzi Clara",1,7.99,45,4.39,7.99,"Little Tiger Press"
496,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781838916152,"The Ocean Gardener","Anganuzzi Clara",2,7.99,45,8.79,15.98,"Little Tiger Press"
497,"Macmillan Distribution (MDL)",57661679,"22-May-24",9781838916114,"You*re Fabulous As You Are","Sophie Beer",5,6.99,45,19.22,34.95,"Little Tiger Press"
498,"Macmillan Distribution (MDL)",59020506,"22-Jul-24",9781838916114,"You*re Fabulous As You Are","Sophie Beer",1,6.99,45,3.84,6.99,"Little Tiger Press"
499,"Macmillan Distribution (MDL)",59417171,"06-Aug-24",9781838916114,"You*re Fabulous As You Are","Sophie Beer",1,6.99,45,3.84,6.99,"Little Tiger Press"
500,"Macmillan Distribution (MDL)",54842826,"23-Jan-24",9781838916077,"Outside","Chuck Bee",1,7.99,45,4.39,7.99,"Little Tiger Press"
501,"Macmillan Distribution (MDL)",57145638,"25-Apr-24",9781838916077,"Outside","Chuck Bee",1,7.99,45,4.39,7.99,"Little Tiger Press"
